aroE_5	100.000	498	0	0	1	498	498	0.0	920
aroE_340	99.799	497	1	0	1	498	498	0.0	915
aroE_331	99.799	497	1	0	1	498	498	0.0	915
aroE_327	99.799	497	1	0	1	498	498	0.0	915
aroE_325	99.799	497	1	0	1	498	498	0.0	915
aroE_316	99.799	497	1	0	1	498	498	0.0	915
aroE_314	99.799	497	1	0	1	498	498	0.0	915
aroE_312	99.799	497	1	0	1	498	498	0.0	915
aroE_306	99.799	497	1	0	1	498	498	0.0	915
aroE_301	99.799	497	1	0	1	498	498	0.0	915
aroE_299	99.799	497	1	0	1	498	498	0.0	915
aroE_297	99.799	497	1	0	1	498	498	0.0	915
aroE_295	99.799	497	1	0	1	498	498	0.0	915
aroE_294	99.799	497	1	0	1	498	498	0.0	915
aroE_289	99.799	497	1	0	1	498	498	0.0	915
aroE_284	99.799	497	1	0	1	498	498	0.0	915
aroE_278	99.799	497	1	0	1	498	498	0.0	915
aroE_276	99.799	497	1	0	1	498	498	0.0	915
aroE_274	99.799	497	1	0	1	498	498	0.0	915
aroE_268	99.799	497	1	0	1	498	498	0.0	915
aroE_266	99.799	497	1	0	1	498	498	0.0	915
aroE_263	99.799	497	1	0	1	498	498	0.0	915
aroE_260	99.799	497	1	0	1	498	498	0.0	915
aroE_259	99.799	497	1	0	1	498	498	0.0	915
aroE_255	99.799	497	1	0	1	498	498	0.0	915
aroE_245	99.799	497	1	0	1	498	498	0.0	915
aroE_243	99.799	497	1	0	1	498	498	0.0	915
aroE_241	99.799	497	1	0	1	498	498	0.0	915
aroE_238	99.799	497	1	0	1	498	498	0.0	915
aroE_233	99.799	497	1	0	1	498	498	0.0	915
aroE_232	99.799	497	1	0	1	498	498	0.0	915
aroE_229	99.799	497	1	0	1	498	498	0.0	915
aroE_226	99.799	497	1	0	1	498	498	0.0	915
aroE_225	99.799	497	1	0	1	498	498	0.0	915
aroE_223	99.799	497	1	0	1	498	498	0.0	915
aroE_222	99.799	497	1	0	1	498	498	0.0	915
aroE_217	99.799	497	1	0	1	498	498	0.0	915
aroE_216	99.799	497	1	0	1	498	498	0.0	915
aroE_210	99.799	497	1	0	1	498	498	0.0	915
aroE_199	99.799	497	1	0	1	498	498	0.0	915
aroE_196	99.799	497	1	0	1	498	498	0.0	915
aroE_193	99.799	497	1	0	1	498	498	0.0	915
aroE_192	99.799	497	1	0	1	498	498	0.0	915
aroE_189	99.799	497	1	0	1	498	498	0.0	915
aroE_187	99.799	497	1	0	1	498	498	0.0	915
aroE_184	99.799	497	1	0	1	498	498	0.0	915
aroE_181	99.799	497	1	0	1	498	498	0.0	915
aroE_172	99.799	497	1	0	1	498	498	0.0	915
aroE_169	99.799	497	1	0	1	498	498	0.0	915
aroE_166	99.799	497	1	0	1	498	498	0.0	915
aroE_162	99.799	497	1	0	1	498	498	0.0	915
aroE_155	99.799	497	1	0	1	498	498	0.0	915
aroE_150	99.799	497	1	0	1	498	498	0.0	915
aroE_143	99.799	497	1	0	1	498	498	0.0	915
aroE_140	99.799	497	1	0	1	498	498	0.0	915
aroE_138	99.799	497	1	0	1	498	498	0.0	915
aroE_136	99.799	497	1	0	1	498	498	0.0	915
aroE_135	99.799	497	1	0	1	498	498	0.0	915
aroE_133	99.799	497	1	0	1	498	498	0.0	915
aroE_132	99.799	497	1	0	1	498	498	0.0	915
aroE_127	99.799	497	1	0	1	498	498	0.0	915
aroE_125	99.799	497	1	0	1	498	498	0.0	915
aroE_123	99.799	497	1	0	1	498	498	0.0	915
aroE_112	99.799	497	1	0	1	498	498	0.0	915
aroE_105	99.799	497	1	0	1	498	498	0.0	915
aroE_101	99.799	497	1	0	1	498	498	0.0	915
aroE_94	99.799	497	1	0	1	498	498	0.0	915
aroE_89	99.799	497	1	0	1	498	498	0.0	915
aroE_85	99.799	497	1	0	1	498	498	0.0	915
aroE_83	99.799	497	1	0	1	498	498	0.0	915
aroE_76	99.799	497	1	0	1	498	498	0.0	915
aroE_74	99.799	497	1	0	1	498	498	0.0	915
aroE_72	99.799	497	1	0	1	498	498	0.0	915
aroE_69	99.799	497	1	0	1	498	498	0.0	915
aroE_57	99.799	497	1	0	1	498	498	0.0	915
aroE_55	99.799	497	1	0	1	498	498	0.0	915
aroE_53	99.799	497	1	0	1	498	498	0.0	915
aroE_49	99.799	497	1	0	1	498	498	0.0	915
aroE_48	99.799	497	1	0	1	498	498	0.0	915
aroE_47	99.799	497	1	0	1	498	498	0.0	915
aroE_45	99.799	497	1	0	1	498	498	0.0	915
aroE_44	99.799	497	1	0	1	498	498	0.0	915
aroE_40	99.799	497	1	0	1	498	498	0.0	915
aroE_35	99.799	497	1	0	1	498	498	0.0	915
aroE_33	99.799	497	1	0	1	498	498	0.0	915
aroE_32	99.799	497	1	0	1	498	498	0.0	915
aroE_28	99.799	497	1	0	1	498	498	0.0	915
aroE_27	99.799	497	1	0	1	498	498	0.0	915
aroE_24	99.799	497	1	0	1	498	498	0.0	915
aroE_20	99.799	497	1	0	1	498	498	0.0	915
aroE_19	99.799	497	1	0	1	498	498	0.0	915
